DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,COMMON_CONTROL,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
48,scopus307,metribuzin,175,EC50,51,72,CI_95,2,5,"10 larvae only, one vessel",Sencor,190,EC50,32,38,CI_95,2,5,"10 larvae only, one vessel",litchfield-wilcoxon,scopus307_g,scopus307_4,Chironomus riparius,harlequin fly,Yankton Field Research Station,Insecta,Arthropoda,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,n/a,environmental,acute,22,7.735,n/a,4th instar,YES,43,NO,suspension concentrate,YES,n/a,1989,immobilisation used as endpoint for acute toxicity studies rather than mortality.
49,scopus307,metribuzin,43.5,EC50,14.5,21.7,CI_95,2,5,"10 larvae only, one vessel",Sencor,130,EC50,28,36,CI_95,2,5,"10 larvae only, one vessel",litchfield-wilcoxon,scopus307_h,scopus307_4,Chironomus riparius,harlequin fly,Yankton Field Research Station,Insecta,Arthropoda,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,n/a,environmental,acute,22,7.735,n/a,4th instar,YES,43,NO,suspension concentrate,YES,n/a,1989,immobilisation used as endpoint for acute toxicity studies rather than mortality.
50,scopus3635,methomyl,8.8,EC50,4.7,10.2,CI_95,2,5,"10 individuals only, one vessel",L 24%,7.6,EC50,2.8,4.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_a,scopus3635_1,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,1st instar,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
51,scopus3635,aminocarb,320,EC50,60,60,CI_95,2,5,"10 individuals only, one vessel",L 17%,19,EC50,6,8,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_b,scopus3635_2,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,1st instar,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
52,scopus3635,trichlorfon,0.12,EC50,0.04,0.1,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.08,EC50,0.03,0.06,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_c,scopus3635_3,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,1st instar,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
53,scopus3635,fenitrothion,11,EC50,6,10,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,24,EC50,5,6,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_d,scopus3635_4,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,1st instar,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
54,scopus3635,acephate,>50000,EC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",WP 95%,>50000,EC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_e,scopus3635_5,Daphnia magna,water flea,Columbia National Fisheries Research Laboratory,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,1st instar,YES,40,YES,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
55,scopus3635,methomyl,920,LC50,260,380,CI_95,2,5,"10 individuals only, one vessel",L 24%,720,LC50,165,220,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_f,scopus3635_6,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
56,scopus3635,aminocarb,145,LC50,49,75,CI_95,2,5,"10 individuals only, one vessel",L 17%,29,LC50,10,15,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_g,scopus3635_7,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
57,scopus3635,trichlorfon,43,LC50,21,40,CI_95,2,5,"10 individuals only, one vessel",WP 80%,17,LC50,10,25,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_h,scopus3635_8,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
58,scopus3635,fenitrothion,6.1,LC50,1.5,2,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,2,LC50,1,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_i,scopus3635_9,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
59,scopus3635,acephate,>50000,LC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",WP 95%,>50000,LC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_j,scopus3635_10,Gammarus pseudolimnaeus,amphipod,Columbia National Fisheries Research Laboratory,Malacostraca,Arthropoda,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,YES,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
60,scopus3635,methomyl,88,EC50,41,72,CI_95,2,5,"10 individuals only, one vessel",L 24%,32,EC50,2,18,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_k,scopus3635_11,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,4th instar,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
61,scopus3635,aminocarb,295,EC50,55,70,CI_95,2,5,"10 individuals only, one vessel",L 17%,30,EC50,8,11,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_l,scopus3635_12,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,4th instar,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
62,scopus3635,trichlorfon,0.1,EC50,0.04,0.08,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.12,EC50,0.04,0.09,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_m,scopus3635_13,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,4th instar,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
63,scopus3635,fenitrothion,2.6,EC50,0.9,1.2,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,4,EC50,2,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_n,scopus3635_14,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,4th instar,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
64,scopus3635,acephate,>50000,EC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",WP 95%,>50000,EC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_o,scopus3635_15,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,4th instar,YES,40,YES,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
65,scopus3635,methomyl,1.6,LC50,0.4,0.6,CI_95,2,5,"10 individuals only, one vessel",L 24%,1.2,LC50,0.1,0.2,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_p,scopus3635_16,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
66,scopus3635,methomyl,1.6,LC50,0.4,0.6,CI_95,2,5,"10 individuals only, one vessel",L 29%,1.2,LC50,0.44,0.7,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_p,scopus3635_17,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
67,scopus3635,aminocarb,13.5,LC50,2.2,2.7,CI_95,2,5,"10 individuals only, one vessel",L 17%,0.14,LC50,0.02,0.03,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_q,scopus3635_18,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
68,scopus3635,trichlorfon,1.1,LC50,0.3,0.5,CI_95,2,5,"10 individuals only, one vessel",WP 80%,0.7,LC50,0.2,0.3,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_r,scopus3635_19,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
69,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 93%,1.9,LC50,0.5,0.7,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_s,scopus3635_20,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
70,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,2.4,LC50,0.4,0.5,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_s,scopus3635_21,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
71,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",WP 40%,1.3,LC50,0.1,0.1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_s,scopus3635_22,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated.
72,scopus3635,acephate,>50,LC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",WP 75%,>50,LC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_t,scopus3635_23,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,17,7.4,n/a,n/a,YES,40,YES,wettable powder,YES,n/a,1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used. Used old species name for rainbow trout. Updated. In the standard testing followed, range finding tests are outlined. I assume at least 3 orders of magnitude concentrations were tested. "
73,scopus3635,methomyl,1.2,LC50,0.3,0.2,CI_95,2,5,"10 individuals only, one vessel",L 24%,0.66,LC50,0.18,0.25,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_u,scopus3635_24,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
74,scopus3635,methomyl,1.2,LC50,0.3,0.2,CI_95,2,5,"10 individuals only, one vessel",L 29%,1.2,LC50,0.28,0.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_u,scopus3635_25,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
75,scopus3635,aminocarb,6,LC50,1.7,2.4,CI_95,2,5,"10 individuals only, one vessel",L 17%,0.1,LC50,0.03,0.05,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_v,scopus3635_26,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
76,scopus3635,trichlorfon,3.3,LC50,1,1.5,CI_95,2,5,"10 individuals only, one vessel",WP 80%,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_w,scopus3635_27,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
77,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 93%,2.5,LC50,0.7,1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_x,scopus3635_28,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
78,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",L 87.7%,4.3,LC50,0.7,0.8,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_x,scopus3635_29,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
79,scopus3635,fenitrothion,1,LC50,0.3,0.4,CI_95,2,5,"10 individuals only, one vessel",WP 40%,2.4,LC50,0.4,0.5,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_x,scopus3635_30,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,wettable powder,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
80,scopus3635,acephate,>50,LC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",WP 75%,>50,LC50,n/a,n/a,n/a,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_y,scopus3635_31,Lepomis macrochirus,bluegill,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,YES,wettable powder,YES,n/a,1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.  In the standard testing followed, range finding tests are outlined. I assume at least 3 orders of magnitude concentrations were tested. "
81,scopus3635,methomyl,0.5,LC50,0.1,0.2,CI_95,2,5,"10 individuals only, one vessel",L 24%,0.3,LC50,0.1,0.1,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_z,scopus3635_32,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
82,scopus3635,methomyl,0.5,LC50,0.1,0.2,CI_95,2,5,"10 individuals only, one vessel",L 29%,0.32,LC50,0.05,0.05,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_z,scopus3635_33,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
83,scopus3635,aminocarb,10,LC50,3.1,4.3,CI_95,2,5,"10 individuals only, one vessel",L 17%,0.13,LC50,0.02,0.03,CI_95,2,5,"10 individuals only, one vessel",litchfield-wilcoxon,scopus3635_a_a,scopus3635_34,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,22,7.4,n/a,n/a,YES,40,NO,liquid formulation,YES,n/a,1983,sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.
