STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
wos1909,Guy,NO,"Villamar-Ayala, CA; Carrera-Cevallos, JV; Vasquez-Medrano, R; Espinoza-Montero, PJ","Fate, eco-toxicological characteristics, and treatment processes applied to water polluted with glyphosate: A critical review",CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,"Glyphosate is the most widely used active ingredient of Glyphosate Based Herbicides (GBHs), and which has environmental mobility towards water by its physicochemical characteristics. These properties determine its low availability in living organisms (log K-ow < 0), which is increased by the presence of co-adjuvant activators in GBHs and its biodegradation (metabolites). Eco-toxicological studies have determined that glyphosate affects to several aquatic trophic-levels (freshwater/marine environments), being more toxics GBHs. Therefore, its potential environmental risk has promoted the development of conventional (biological and physicochemical) and non-conventional (Advanced-Oxidation-Processes or AOPs, combined processes) treatment strategies. Biological processes will generate incomplete degradation (metabolites generation), and variable removal efficiencies (25-99%). Physicochemical processes will be efficient (approx. 90%) but transferring the glyphosate from water to the adsorbent material (dangerous waste generation). Currently, AOPs will arise as a rapid (minutes) and effective alternative for glyphosate removal (>90%), depending on operational conditions, and without generation of intermediate metabolites. Moreover, new strategies (electrochemical) will avoid the hazardous waste production. Other combined processes (biological + physicochemical) will also reach glyphosate efficiencies removal above 90% but needing large spaces. However, their physical characteristics would make them feasible to be applied in agricultural areas.",2019,49,1476,1514,http://dx.doi.org/10.1080/10643389.2019.1579627
wos1954,Guy,NO,"Williams, GM; Kroes, R; Munro, IC","Safety evaluation and risk assessment of the herbicide Roundup and its active ingredient, glyphosate, for humans",REGULATORY TOXICOLOGY AND PHARMACOLOGY,"Reviews on the safety of glyphosate and Roundup herbicide that have been conducted by several regulatory agencies and scientific institutions worldwide have concluded that there is no indication of any human health concern. Nevertheless, questions regarding their safety are periodically raised. This review was undertaken to produce a current and comprehensive safety evaluation and risk assessment for humans. It includes assessments of glyphosate, its major breakdown product [aminomethylphosphonic acid (AMPA)], its Roundup formulations, and the predominant surfactant [polyethoxylated tallow amine (POEA)] used in Roundup formulations worldwide, The studies evaluated in this review included those performed for regulatory purposes as well as published research reports. The oral absorption of glyphosate and AMPA is low, and both materials are eliminated essentially unmetabolized. Dermal penetration studies with Roundup showed very low absorption. Experimental evidence has shown that neither glyphosate nor AMPA bioaccumulates in any animal tissue. No significant toxicity occurred in acute, subchronic, and chronic studies. Direct ocular exposure to the concentrated Roundup formulation can result in transient: irritation, while normal spray dilutions cause, at most, only minimal effects. The genotoxicity data for glyphosate and Roundup were assessed using a weight-of-evidence approach and standard evaluation criteria. There was no convincing evidence for direct DNA damage in vitro or in vivo and it was concluded that Roundup and its components do not pose a risk for the production of heritable/somatic mutations in humans, Multiple lifetime feeding studies have failed to demonstrate any tumorigenic potential for glyphosate. Accordingly, it was concluded that glyphosate is noncarcinogenic. Glyphosate, AMPA, and POEA were not teratogenic or developmentally toxic. There were no effects on fertility or reproductive parameters in two multigeneration reproduction studies with glyphosate, Likewise there were no adverse effects in reproductive tissues from animals treated with glyphosate, AMPA, or POEA in chronic and/or subchronic studies. Results from standard studies with these materials also failed to show any effects indicative of endocrine modulation. Therefore, it is concluded that the use of Roundup herbicide does not result in adverse effects on development, reproduction, or endocrine systems in humans and other mammals. For purposes of risk assessment, no-observed-adverse-effect levels (NOAELs) were identified for all subchronic, chronic, developmental, and reproduction studies with glyphosate, AMPA, and POEA. Margins-of-exposure for chronic risk were calculated for each compound by dividing the lowest applicable NOAEL by worst-case estimates of chronic exposure. Acute risks were assessed by comparison of oral LD50 values to estimated maximum acute human exposure. It was concluded that, under present and expected conditions of use, Roundup herbicide does not pose a health risk to humans. (C) 2000 Academic Press.",2000,31,117,165,http://dx.doi.org/10.1006/rtph.1999.1371
wos1987,Guy,YES,"BOWEN, ID; ANTOINE, S",MOLLUSCICIDE FORMULATION STUDIES,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,"A range of tests are presented which, if applied systematically, could provide useful data to assist in the formulation of terrestrial molluscicides. Since the majority of molluscicides contain chemicals hazardous to the environment and non-targeted animals, steps need to be taken to reformulate them in such a way that the levels of toxic active ingredients are reduced.",1995,41,74,78,http://dx.doi.org/10.1080/09670879509371926
wos1989,Guy,NO,"Annett, R; Habibi, HR; Hontela, A",Impact of glyphosate and glyphosate-based herbicides on the freshwater environment,JOURNAL OF APPLIED TOXICOLOGY,"Glyphosate [N-(phosphonomethyl) glycine] is a broad spectrum, post emergent herbicide and is among the most widely used agricultural chemicals globally. Initially developed to control the growth of weed species in agriculture, this herbicide also plays an important role in both modern silviculture and domestic weed control. The creation of glyphosate tolerant crop species has significantly increased the demand and use of this herbicide and has also increased the risk of exposure to non-target species. Commercially available glyphosate-based herbicides are comprised of multiple, often proprietary, constituents, each with a unique level of toxicity. Surfactants used to increase herbicide efficacy have been identified in some studies as the chemicals responsible for toxicity of glyphosate-based herbicides to non-target species, yet they are often difficult to chemically identify. Most glyphosate-based herbicides are not approved for use in the aquatic environment; however, measurable quantities of the active ingredient and surfactants are detected in surface waters, giving them the potential to alter the physiology of aquatic organisms. Acute toxicity is highly species dependant across all taxa, with toxicity depending on the timing, magnitude, and route of exposure. The toxicity of glyphosate to amphibians has been a major focus of recent research, which has suggested increased sensitivity compared with other vertebrates due to their life history traits and reliance on both the aquatic and terrestrial environments. This review is designed to update previous reviews of glyphosate-based herbicide toxicity, with a focus on recent studies of the aquatic toxicity of this class of chemicals. Copyright (c) 2014 John Wiley & Sons, Ltd.",2014,34,458,479,http://dx.doi.org/10.1002/jat.2997
wos1995,Guy,YES,"Tang, Q; Xu, ZL; Hong, AM; Zhang, X; Kah, M; Li, LXY; Wang, YW",Response of soil enzyme activity and bacterial community to copper hydroxide nanofertilizer and its ionic analogue under single versus repeated applications,SCIENCE OF THE TOTAL ENVIRONMENT,"Nanosized agrochemicals like nanofertilizers are being applied to soils. Adverse impacts of nanofertilizers on soil microflora were reported in past studies, but only considering a single application. Repeated applications are however more likely to occur in agriculture. We investigated effects of single versus repeated applications of a copper hydroxide nanofertilizer formulation (NFF) on soil enzyme activity and bacterial community. One or three applications were performed within 21 days to achieve same final level of Cu in soil (48 mg(Cu)/kg: the recommended dose of NFF). Besides, the active ingredient (i.e., copper hydroxide nanotubes (NT)) and dispersing agent (DA) of NFF, and an ionic fertilizer (i.e., CuSO4) were examined. Fluorescein diacetate hydrolase (FDAse), N-acetylglucosaminidase (NAG), leucine aminopeptidase (LAP), and urease (URE) showed negligible changes in the activities between the control and DA treatment. Bacterial community abundance, composition and diversity exhibited similar phenomena. Exposures to copper hydroxide NFF and NT or CuSO4 enhanced the activities of FDAse and NAG, weakened the activity of URE, and showed negligible changes in the LAP activity irrespective of single and repeated applications. Concentrations of NO3--N and NH4+-N in soil were also affected by the application mode of NFF. More importantly, responses of soil bacterial community to copper hydroxide NFF were highly dependent on its application mode, whereas similar responses were observed in the CuSO4 treatment regardless of single or repeated applications. This study provided new insights into environmental risk of copper hydroxide NFF that were ignored in previous studies using a single exposure. (C) 2021 Elsevier B.V. All rights reserved.",2021,796,NA,NA,http://dx.doi.org/10.1016/j.scitotenv.2021.148974
wos2050,Guy,NO,"Kalyabina, VP; Esimbekova, EN; Kopylova, KV; Kratasyuk, VA","Pesticides: formulants, distribution pathways and effects on human health-a review",TOXICOLOGY REPORTS,"Pesticides are commonly used in agriculture to enhance crop production and control pests. Therefore, pesticide residues can persist in the environment and agricultural crops. Although modern formulations are relatively safe to non-target species, numerous theoretical and experimental data demonstrate that pesticide residues can produce long-term negative effects on the health of humans and animals and stability of ecosystems. Of particular interest are molecular mechanisms that mediate the start of a cascade of adverse effects. This is a review of the latest literature data on the effects and consequences of contamination of agricultural crops by pesticide residues. In addition, we address the issue of implicit risks associated with pesticide formulations. The effects of pesticides are considered in the context of the Adverse Outcome Pathway concept.",2021,8,1179,1192,http://dx.doi.org/10.1016/j.toxrep.2021.06.004
wos2090,Guy,NO,"Walker, EK; Brock, GN; Arvidson, RS; Johnson, RM",Acute Toxicity of Fungicide-Insecticide-Adjuvant Combinations Applied to Almonds During Bloom on Adult Honey Bees,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Beekeepers report significant honey bee deaths during and after almond bloom. These losses pose a major problem for the California almond industry because of its dependence on honey bees as pollinators. The present study aimed to determine if combinations of pesticides applied during almond bloom during daylight hours were a possible explanation for these losses. In this study we aimed to mimic the spray application route of exposure to pesticides using a Potter Spray Tower to treat adult honey bees with commonly encountered pesticides and pesticide combinations at multiples of the maximum recommended field application rates. Tested insecticides included Altacor (R) and Intrepid (R), and tested fungicides included Tilt (R), Pristine (R), Luna Sensation (R), and Vangard (R). Synergistic toxicity was observed when the fungicide Tilt (active ingredient propiconazole) was applied with the insecticide Altacor (chlorantraniliprole), though neither caused significant mortality when applied independently. The study also looked at the effect of adding a spray adjuvant, Dyne-Amic (R), to pesticide mixtures. Dyne-Amic was toxic to honey bees at concentrations above the maximum recommended field application rate, and toxicity was increased when combined with the fungicide Pristine (pyraclostrobin and boscalid). Addition of Dyne-Amic also increased toxicity of the Tilt and Altacor combination. These results suggest that application of Altacor and Tilt in combination with an adjuvant at the recommended field application rates could cause mortality in adult honey bees. These findings highlight a potential explanation for honey bee losses around almond bloom, emphasize that the safety of spray adjuvants to bees should not be assumed, and provide support for recommendations to protect bees from pesticides through application at night when bees are not foraging. Environ Toxicol Chem 2022;00:1-12. (c) 2022 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2022,41,1042,1053,http://dx.doi.org/10.1002/etc.5297
wos2111,Guy,YES,"Tsui, MTK; Chu, LM",Aquatic toxicity of glyphosate-based formulations: comparison between different organisms and the effects of environmental factors,CHEMOSPHERE,"Glyphosate-based herbicides (e.g. Roundup((R))) are extensively used in the aquatic environment, but there is a paucity of data on the toxicity of the formulated products and the influences by environmental factors. In this study, the acute toxicity of technical-grade glyphosate acid, isopropylamine (IPA) salt of glyphosate, Roundup((R)) and its surfactant polyoxyethylene amine (POEA) to Microtox((R)) bacterium (Vibrio fischeri), microalgae (Selenastrum capricornutum and Skeletonema costatum), protozoa (Tetrahymena pyriformis and Euplotes vannus) and crustaceans (Ceriodaphnia dubia and Acartia tonsa) was examined and the relative toxicity contributions of POEA to Roundup((R)) were calculated. The effects of four environmental factors (temperature, pH, suspended sediment and algal food concentrations) on the acute toxicity of Roundup((R)) to C dubia were also examined. Generally, the toxicity order of the chemicals was: POEA > Roundup((R)) > glyphosate acid > IPA salt of glyphosate, while the toxicity of glyphosate acid was mainly due to its high acidity. Microtox((R)) bacterium and protozoa had similar sensitivities towards Roundup((R)) toxicity (i.e. IC50 from 23.5 to 29.5 mg AE/l). In contrast, microalgae and crustaceans were 4-5 folds more sensitive to Roundup((R)) toxicity than bacteria and protozoa. Except photosynthetic microalgae, POEA accounted for more than 86% of Roundup((R)) toxicity and the toxicity contribution of POEA was shown to be species-dependent. Increase in pH (6-9) and increase of suspended sediment concentration (0-200 mg/l) significantly increased the toxicity of Roundup((R)) to C dubia, but there were no significant effects due to temperature change and food addition. (C) 2003 Elsevier Science Ltd. All rights reserved.",2003,52,1189,1197,http://dx.doi.org/10.1016/S0045-6535(03)00306-0
wos2170,Guy,YES,"Prudkin-Silva, C; Lanzarotti, E; Alvarez, L; Vallerga, MB; Factorovich, M; Morzan, UN; Gomez, MP; Gonzalez, NP; Acosta, YM; Carrizo, F; Carrizo, E; Galeano, S; Lagorio, MG; Juarez, AB; Ithuralde, RE; Romero, JM; Urdampilleta, CM",A cost-effective algae-based biosensor for water quality analysis: Development and testing in collaboration with peasant communities,ENVIRONMENTAL TECHNOLOGY & INNOVATION,"New anthropic potentially harmful compounds are released into the environment everyday. In this context, broad range bioassays have emerged providing economically viable and widely applicable alternatives due to their ability to detect the cumulative toxicity of mixtures of both known and unknown chemicals in a sample, thus allowing direct information about water quality. Here we present a low-cost, wide-range algae-based biosensor that is easy to assemble and operate by untrained users and provides direct readings. It was developed as a request of a peasant social movement organization to assess the toxicity of drinking water in rural communities affected by pesticide spraying. Two fresh water algae strains, Scenedesmus acutus and Pseudokirchneriella subcapitata, were immobilized in alginate beads and tested as bioindicators. After incubation with different pollutants for five days, naked eye analysis by several observers proved to be a successful method to survey algae's growth and establish the detection limits. Best detection limits were 10 ppm for technical-grade acid glyphosate, 15 ppm for glyphosate-based formulation, 50 ppb for atrazine formulation, 7.5 ppm for copper and 250 ppb for chromium. Absorbance measurements upon algae resuspension validated these results. The developed device was successfully tested in participatory workshops conducted at rural communities. Children, adults and elders with no scientific training were able to build the sensor and interpret the results, thus evaluating the quality of rain and well water used in their communities. (c) 2021 Elsevier B.V. All rights reserved.",2021,22,NA,NA,http://dx.doi.org/10.1016/j.eti.2021.101479
wos2192,Guy,NO,"FISCHER, SA; HALL, LW",ENVIRONMENTAL CONCENTRATIONS AND AQUATIC TOXICITY DATA ON DIFLUBENZURON (DIMILIN),CRITICAL REVIEWS IN TOXICOLOGY,"The insecticide diflubenzuron (DFB) is commonly used in various mid-Atlantic states for suppression of gypsy moths in hardwood forests. DFB is potentially toxic to nontarget biota because it can enter aquatic systems through aerial application or runoff after precipitation events. Based on this concern, the objectives of this study were to: (1) compile, review, and synthesize literature on the fate, persistence, and environmental concentrations of DFB in both freshwater and saltwater environments; (2) compile, review, and synthesize acute and chronic aquatic toxicity data on DFB effects on freshwater and saltwater organisms; (3) assess possible risk to aquatic biota associated with the use of this insecticide in one specific area (Maryland); and (4) recommend future research based on the data gaps identified from this study. DFB has low solubility in water and exists as a technical grade (TG) and wettable powder (WP) formulation. The toxicity of both formulations is similar at concentrations <10-mu-g/l. Organic matter is a major factor influencing the adsorption and degradation of DFB in freshwater, saltwater, and sediment. The half-life of this insecticide in freshwater is almost-equal-to 3 days at a pH of 10 and temperature of 36-degrees-C. At lower pH conditions of 6 and at the same temperature, DFB is more persistent since half-life values of almost-equal-to 9 days have been reported. The half-life of DFB in soil is <14 days when the particle size was almost-equal-to 2-mu-m. The half-life is generally greater in cool, dry soil than in hot, wet soil. Aquatic vegetation acts as a sink for DFB by gradually adsorbing the chemical and releasing it over a period of time. Freshwater organisms demonstrated a wide range of sensitivity to DFB. Sensitivity was dependent on body composition (i.e., exo- vs. endoskeleton), trophic level, and life stage. During acute exposures, aquatic invertebrates were more than 25,000 times as sensitive to DFB than fishes. The most acutely sensitive species tested was the Amphipod, Hyallela azteca (96-h LC50 = 1.84-mu-g/l). A mature Plecopteran, Skwala sp., was the most resistant invertebrate species tested in acute tests (96-h LC50 > 100,000-mu-g/l). In chronic tests, DFB concentrations of 1-mu-g/l or greater were reported to eliminate populations of various Plecopteran (stoneflies) and Ephemeropteran (mayflies) species after 1 month of exposure. A 30-day LC50 of 0.1-mu-g/l DFB was also reported for the Tricopteran, Clistorinia magnifica. Freshwater fish were resistant to acute exposures of DFB as 96-h LC50s were generally >50,000-mu-g/l. Fish were also reported to accumulate DFB rapidly during acute exposures but were capable of eliminating this insecticide within 7 days. Most of the DFB aquatic toxicity studies with saltwater organisms were conducted with invertebrates. The most acutely sensitive species tested was the premolt stage of grass shrimp (96-h LC50 = 1.11-mu-g/l). The mummichog, Fundulus heteroclitus, the most resistant species tested, had a 96-h LC50 of 32.99 mg/l. The lowest reported chronic effect concentration for saltwater organisms exposed to DFB was 0.075-mu-g/l. This concentration was reported to significantly reduce reproduction in the mysid shrimp, Mysidopsis bahia. Data from the State of Maryland were used as an example for predicting the potential environmental effects of DFB on aquatic biota in Maryland waters. A case can be made for possible environmental effects given the worst case conditions of the most sensitive species (premolt stage of grass shrimp with a 96-h LC50 of 1.11-mu-g/l) exposed to the highest reported environmental concentration (1.5-mu-g/l DFB in water). However, in most cases, the present data base would suggest that environmental effects are not likely.",1992,22,45,79,http://dx.doi.org/10.3109/10408449209145321
